,Latitude,Longitude,Month,ALAN_R_(uW/m^2),Kd_R,ALAN_G_(uW/m^2),Kd_G,ALAN_B_(uW/m^2),Kd_B,Irr_(uW/m^2),Lum_(uCd/m^2)
0,50.2708474445001,-4.1334036799999865,1.0,26.823190035051574,0.5856084467298872,25.805486907440923,0.1373800231126588,60.02054586454926,0.17977526325013465,112.64922280704175,0.09815714508295059
1,50.2708474445001,-4.1334036799999865,2.0,26.823190035051574,0.6408697353317755,25.805486907440923,0.18103526641372558,60.02054586454926,0.23925204180075654,,
2,50.2708474445001,-4.1334036799999865,3.0,26.823190035051574,0.5865899341668184,25.805486907440923,0.1409345803770905,60.02054586454926,0.19129206028649628,,
3,50.2708474445001,-4.1334036799999865,4.0,26.823190035051574,0.5801218304147013,25.805486907440923,0.16565472303853523,60.02054586454926,0.2968465333107892,,
4,50.2708474445001,-4.1334036799999865,5.0,26.823190035051574,0.556145956551308,25.805486907440923,0.11988182012083926,60.02054586454926,0.17439386852899108,,
5,50.2708474445001,-4.1334036799999865,6.0,26.823190035051574,0.5498823659905655,25.805486907440923,0.10748090044642117,60.02054586454926,0.13951801335577407,,
6,50.2708474445001,-4.1334036799999865,7.0,26.823190035051574,0.5611624393273036,25.805486907440923,0.120704816048216,60.02054586454926,0.1669285826613302,,
7,50.2708474445001,-4.1334036799999865,8.0,26.823190035051574,0.5618393925672462,25.805486907440923,0.14884898887093273,60.02054586454926,0.2721841324704549,,
8,50.2708474445001,-4.1334036799999865,9.0,26.823190035051574,0.5822610813199754,25.805486907440923,0.1655716371130686,60.02054586454926,0.29325434865341843,,
9,50.2708474445001,-4.1334036799999865,10.0,26.823190035051574,0.5735570192033637,25.805486907440923,0.15765004055100537,60.02054586454926,0.2804588485310465,,
10,50.2708474445001,-4.1334036799999865,11.0,26.823190035051574,0.5937558749854994,25.805486907440923,0.16903774176573758,60.02054586454926,0.28128749602000236,,
11,50.2708474445001,-4.1334036799999865,12.0,26.823190035051574,0.5991395812180276,25.805486907440923,0.17010755539361638,60.02054586454926,0.2743974317070288,,
