2018/2/18 3,1410
2018/2/18 4,1340
2018/2/18 5,1170
2018/2/18 6,910
2018/2/18 7,640
2018/2/18 8,440
2018/2/18 9,330
2018/2/18 10,340
2018/2/18 11,450
2018/2/18 12,650
2018/2/18 13,830
2018/2/18 14,1010
2018/2/18 15,1090
2018/2/18 16,1070
2018/2/18 17,990
2018/2/18 18,810
2018/2/18 19,630
2018/2/18 20,490
2018/2/18 21,420
2018/2/18 22,450
2018/2/18 23,570
2018/2/19 0,780
2018/2/19 1,1040
2018/2/19 2,1230
2018/2/19 3,1380
2018/2/19 4,1360
2018/2/19 5,1270
2018/2/19 6,1050
2018/2/19 7,780
2018/2/19 8,560
2018/2/19 9,360
2018/2/19 10,340
2018/2/19 11,370
2018/2/19 12,530
2018/2/19 13,750
2018/2/19 14,920
2018/2/19 15,1060
2018/2/19 16,1140
2018/2/19 17,1030
2018/2/19 18,910
2018/2/19 19,730
2018/2/19 20,590
2018/2/19 21,380
2018/2/19 22,410
2018/2/19 23,540
2018/2/20 0,520
2018/2/20 1,810
2018/2/20 2,950
2018/2/20 3,1140
2018/2/20 4,1240
2018/2/20 5,1190
2018/2/20 6,1050
2018/2/20 7,840
2018/2/20 8,560
2018/2/20 9,440
2018/2/20 10,300
2018/2/20 11,300
2018/2/20 12,430
2018/2/20 13,580
2018/2/20 14,790
2018/2/20 15,950
2018/2/20 16,1080
2018/2/20 17,1030
2018/2/20 18,1030
2018/2/20 19,910
2018/2/20 20,710
2018/2/20 21,570
2018/2/20 22,470
2018/2/20 23,450
2018/2/21 0,510
2018/2/21 1,670
2018/2/21 2,870
2018/2/21 3,1020
2018/2/21 4,1170
2018/2/21 5,1210
2018/2/21 6,1130
2018/2/21 7,980
2018/2/21 8,750
2018/2/21 9,580
2018/2/21 10,430
2018/2/21 11,360
2018/2/21 12,420
2018/2/21 13,520
2018/2/21 14,680
2018/2/21 15,890
2018/2/21 16,1030
2018/2/21 17,1110
2018/2/21 18,1090
2018/2/21 19,1020
2018/2/21 20,870
2018/2/21 21,740
