2016,1,1,0,470
2016,1,1,1,540
2016,1,1,2,620
2016,1,1,3,780
2016,1,1,4,940
2016,1,1,5,1020
2016,1,1,6,1060
2016,1,1,7,1020
2016,1,1,8,920
2016,1,1,9,730
2016,1,1,10,550
2016,1,1,11,380
2016,1,1,12,300
2016,1,1,13,260
2016,1,1,14,300
2016,1,1,15,390
2016,1,1,16,550
2016,1,1,17,680
2016,1,1,18,790
2016,1,1,19,840
2016,1,1,20,820
2016,1,1,21,750
2016,1,1,22,640
2016,1,1,23,570
2016,1,2,0,490
2016,1,2,1,470
2016,1,2,2,520
2016,1,2,3,590
2016,1,2,4,730
2016,1,2,5,840
2016,1,2,6,900
2016,1,2,7,930
2016,1,2,8,850
2016,1,2,9,760
2016,1,2,10,600
2016,1,2,11,440
2016,1,2,12,330
2016,1,2,13,240
2016,1,2,14,230
2016,1,2,15,290
2016,1,2,16,380
2016,1,2,17,550
2016,1,2,18,680
2016,1,2,19,790
2016,1,2,20,840
2016,1,2,21,820
2016,1,2,22,780
2016,1,2,23,680
2016,1,3,0,600
2016,1,3,1,540
2016,1,3,2,500
2016,1,3,3,500
2016,1,3,4,550
2016,1,3,5,680
2016,1,3,6,760
2016,1,3,7,840
2016,1,3,8,860
2016,1,3,9,800
2016,1,3,10,690
2016,1,3,11,610
2016,1,3,12,460
2016,1,3,13,380
2016,1,3,14,320
2016,1,3,15,320
2016,1,3,16,410
2016,1,3,17,500
2016,1,3,18,650
2016,1,3,19,780
2016,1,3,20,890
2016,1,3,21,950
2016,1,3,22,930
2016,1,3,23,860
2016,1,4,0,770
2016,1,4,1,640
2016,1,4,2,590
2016,1,4,3,530
2016,1,4,4,550
2016,1,4,5,590
2016,1,4,6,670
2016,1,4,7,730
2016,1,4,8,790
2016,1,4,9,820
2016,1,4,10,770
2016,1,4,11,690
2016,1,4,12,590
2016,1,4,13,460
2016,1,4,14,380
2016,1,4,15,310
2016,1,4,16,330
2016,1,4,17,440
2016,1,4,18,550
2016,1,4,19,710
2016,1,4,20,850
2016,1,4,21,940
2016,1,4,22,1000
2016,1,4,23,980
2016,1,5,0,890
2016,1,5,1,770
2016,1,5,2,660
2016,1,5,3,550
2016,1,5,4,460
2016,1,5,5,500
2016,1,5,6,520
2016,1,5,7,610
2016,1,5,8,710
2016,1,5,9,760
2016,1,5,10,800
2016,1,5,11,730
2016,1,5,12,650
2016,1,5,13,540
2016,1,5,14,400
2016,1,5,15,330
2016,1,5,16,290
2016,1,5,17,310
2016,1,5,18,460
2016,1,5,19,600
2016,1,5,20,800
2016,1,5,21,900
2016,1,5,22,1060
2016,1,5,23,1080
2016,1,6,0,1020
2016,1,6,1,880
2016,1,6,2,720
2016,1,6,3,570
2016,1,6,4,470
2016,1,6,5,400
2016,1,6,6,410
2016,1,6,7,500
2016,1,6,8,590
2016,1,6,9,690
2016,1,6,10,770
2016,1,6,11,790
2016,1,6,12,720
2016,1,6,13,670
2016,1,6,14,530
2016,1,6,15,390
2016,1,6,16,320
2016,1,6,17,300
2016,1,6,18,340
2016,1,6,19,520
2016,1,6,20,690
2016,1,6,21,960
2016,1,6,22,1090
2016,1,6,23,1190
2016,1,7,0,1190
2016,1,7,1,1060
2016,1,7,2,910
2016,1,7,3,730
2016,1,7,4,520
2016,1,7,5,410
2016,1,7,6,340
2016,1,7,7,370
2016,1,7,8,470
2016,1,7,9,600
2016,1,7,10,720
2016,1,7,11,790
2016,1,7,12,830
2016,1,7,13,770
2016,1,7,14,630
2016,1,7,15,510
2016,1,7,16,360
2016,1,7,17,280
2016,1,7,18,290
2016,1,7,19,400
2016,1,7,20,570
2016,1,7,21,790
2016,1,7,22,1040
2016,1,7,23,1180
2016,1,8,0,1250
2016,1,8,1,1210
2016,1,8,2,1030
2016,1,8,3,860
2016,1,8,4,610
2016,1,8,5,440
2016,1,8,6,310
2016,1,8,7,260
2016,1,8,8,350
2016,1,8,9,480
2016,1,8,10,620
2016,1,8,11,740
2016,1,8,12,810
2016,1,8,13,820
2016,1,8,14,700
2016,1,8,15,570
2016,1,8,16,400
2016,1,8,17,280
2016,1,8,18,230
2016,1,8,19,280
2016,1,8,20,440
2016,1,8,21,670
2016,1,8,22,920
2016,1,8,23,1160
2016,1,9,0,1310
2016,1,9,1,1310
2016,1,9,2,1230
2016,1,9,3,1040
2016,1,9,4,810
2016,1,9,5,530
2016,1,9,6,350
2016,1,9,7,230
2016,1,9,8,240
2016,1,9,9,350
2016,1,9,10,510
2016,1,9,11,710
2016,1,9,12,820
2016,1,9,13,870
2016,1,9,14,810
2016,1,9,15,700
2016,1,9,16,520
2016,1,9,17,360
2016,1,9,18,250
2016,1,9,19,220
2016,1,9,20,310
2016,1,9,21,520
2016,1,9,22,770
2016,1,9,23,1050
2016,1,10,0,1260
2016,1,10,1,1370
2016,1,10,2,1350
2016,1,10,3,1200
2016,1,10,4,950
2016,1,10,5,660
2016,1,10,6,430
2016,1,10,7,220
2016,1,10,8,170
2016,1,10,9,230
2016,1,10,10,350
2016,1,10,11,550
2016,1,10,12,710
2016,1,10,13,860
2016,1,10,14,910
2016,1,10,15,790
2016,1,10,16,640
2016,1,10,17,470
2016,1,10,18,310
2016,1,10,19,200
2016,1,10,20,240
2016,1,10,21,380
2016,1,10,22,600
2016,1,10,23,860
2016,1,11,0,1130
2016,1,11,1,1330
2016,1,11,2,1400
2016,1,11,3,1330
2016,1,11,4,1150
2016,1,11,5,870
2016,1,11,6,570
2016,1,11,7,330
2016,1,11,8,160
2016,1,11,9,160
2016,1,11,10,240
2016,1,11,11,420
2016,1,11,12,620
2016,1,11,13,780
2016,1,11,14,880
2016,1,11,15,870
2016,1,11,16,730
2016,1,11,17,570
2016,1,11,18,410
2016,1,11,19,220
2016,1,11,20,180
2016,1,11,21,200
2016,1,11,22,400
2016,1,11,23,630
