Rural Location: Cherry Springs State Park (41.6646N,77.8125W)
Wavelength(nm),Elev=0.0(log(W/m2/nm)),Elev=-1.0(log(W/m2/nm)),Elev=-2.0(log(W/m2/nm)),Elev=-3.0(log(W/m2/nm)),Elev=-4.0(log(W/m2/nm)),Elev=-5.0(log(W/m2/nm)),Elev=-6.0(log(W/m2/nm)),Elev=-7.0(log(W/m2/nm)),Elev=-8.0(log(W/m2/nm)),Elev=-9.0(log(W/m2/nm)),Elev=-10.0(log(W/m2/nm)),Elev=-11.0(log(W/m2/nm)),Elev=-12.0(log(W/m2/nm)),Elev=-13.0(log(W/m2/nm)),Elev=-14.0(log(W/m2/nm)),Elev=-15.0(log(W/m2/nm)),Elev=-16.0(log(W/m2/nm)),Elev=-17.0(log(W/m2/nm)),Elev=-18.0(log(W/m2/nm))
547,-1.607,-1.733,-1.933,-2.147,-2.380,-2.722,-3.113,-3.549,-4.090,-4.572,-5.144,-5.650,-6.093,-6.608,-6.978,-7.363,-7.643,-7.811,-7.825
548,-1.607,-1.733,-1.934,-2.148,-2.381,-2.724,-3.115,-3.552,-4.093,-4.576,-5.149,-5.654,-6.098,-6.613,-6.983,-7.369,-7.648,-7.810,-7.824
549,-1.608,-1.734,-1.935,-2.149,-2.383,-2.726,-3.117,-3.555,-4.097,-4.579,-5.153,-5.658,-6.101,-6.615,-6.985,-7.366,-7.637,-7.795,-7.804
550,-1.609,-1.735,-1.936,-2.151,-2.385,-2.728,-3.120,-3.558,-4.100,-4.583,-5.156,-5.662,-6.103,-6.618,-6.985,-7.365,-7.632,-7.785,-7.798
551,-1.609,-1.736,-1.937,-2.152,-2.386,-2.730,-3.123,-3.561,-4.103,-4.587,-5.161,-5.666,-6.105,-6.621,-6.988,-7.360,-7.624,-7.763,-7.775
552,-1.610,-1.737,-1.938,-2.153,-2.388,-2.731,-3.125,-3.564,-4.107,-4.591,-5.164,-5.669,-6.110,-6.623,-6.982,-7.350,-7.597,-7.731,-7.739
553,-1.612,-1.739,-1.940,-2.156,-2.389,-2.734,-3.129,-3.568,-4.112,-4.595,-5.169,-5.673,-6.115,-6.625,-6.980,-7.327,-7.560,-7.683,-7.677
554,-1.615,-1.741,-1.943,-2.158,-2.393,-2.738,-3.133,-3.572,-4.117,-4.601,-5.176,-5.681,-6.122,-6.627,-6.974,-7.301,-7.518,-7.631,-7.611
555,-1.618,-1.744,-1.946,-2.163,-2.398,-2.744,-3.139,-3.579,-4.123,-4.608,-5.183,-5.687,-6.126,-6.628,-6.972,-7.283,-7.485,-7.581,-7.568
556,-1.622,-1.749,-1.951,-2.168,-2.404,-2.750,-3.146,-3.587,-4.132,-4.617,-5.192,-5.695,-6.131,-6.631,-6.967,-7.273,-7.466,-7.550,-7.530
557,-1.627,-1.754,-1.957,-2.174,-2.410,-2.757,-3.154,-3.594,-4.141,-4.627,-5.202,-5.704,-6.140,-6.635,-6.967,-7.265,-7.450,-7.536,-7.511
558,-1.631,-1.759,-1.962,-2.179,-2.415,-2.763,-3.162,-3.602,-4.150,-4.636,-5.211,-5.716,-6.150,-6.639,-6.967,-7.259,-7.443,-7.530,-7.503
559,-1.635,-1.763,-1.967,-2.185,-2.421,-2.769,-3.169,-3.611,-4.159,-4.645,-5.221,-5.725,-6.159,-6.646,-6.969,-7.257,-7.438,-7.526,-7.499
560,-1.641,-1.769,-1.974,-2.192,-2.429,-2.779,-3.178,-3.622,-4.170,-4.657,-5.233,-5.736,-6.170,-6.658,-6.977,-7.267,-7.451,-7.532,-7.506
561,-1.647,-1.775,-1.981,-2.199,-2.437,-2.788,-3.189,-3.633,-4.181,-4.669,-5.246,-5.750,-6.184,-6.672,-6.993,-7.288,-7.473,-7.552,-7.527
562,-1.653,-1.781,-1.988,-2.208,-2.446,-2.796,-3.200,-3.645,-4.194,-4.682,-5.259,-5.762,-6.197,-6.691,-7.018,-7.327,-7.514,-7.595,-7.580
563,-1.657,-1.786,-1.993,-2.213,-2.452,-2.804,-3.209,-3.654,-4.204,-4.692,-5.271,-5.775,-6.215,-6.718,-7.056,-7.378,-7.585,-7.675,-7.660
564,-1.661,-1.791,-1.998,-2.219,-2.459,-2.811,-3.217,-3.663,-4.214,-4.704,-5.283,-5.791,-6.234,-6.742,-7.089,-7.423,-7.635,-7.738,-7.723
565,-1.668,-1.797,-2.006,-2.227,-2.467,-2.820,-3.227,-3.673,-4.226,-4.716,-5.296,-5.807,-6.252,-6.761,-7.112,-7.447,-7.665,-7.776,-7.761
566,-1.674,-1.803,-2.012,-2.234,-2.475,-2.829,-3.237,-3.684,-4.236,-4.727,-5.309,-5.820,-6.266,-6.778,-7.134,-7.470,-7.689,-7.808,-7.801
567,-1.680,-1.811,-2.020,-2.243,-2.484,-2.838,-3.247,-3.695,-4.248,-4.739,-5.322,-5.832,-6.268,-6.776,-7.131,-7.465,-7.680,-7.800,-7.794
568,-1.688,-1.819,-2.028,-2.251,-2.493,-2.848,-3.257,-3.706,-4.260,-4.752,-5.334,-5.845,-6.277,-6.788,-7.142,-7.484,-7.696,-7.809,-7.812
569,-1.694,-1.826,-2.036,-2.260,-2.501,-2.857,-3.267,-3.717,-4.271,-4.763,-5.346,-5.853,-6.290,-6.802,-7.155,-7.505,-7.724,-7.839,-7.856
570,-1.700,-1.832,-2.043,-2.267,-2.509,-2.863,-3.275,-3.725,-4.280,-4.771,-5.351,-5.860,-6.307,-6.820,-7.173,-7.525,-7.747,-7.850,-7.867
571,-1.705,-1.838,-2.049,-2.274,-2.515,-2.870,-3.283,-3.733,-4.288,-4.780,-5.361,-5.875,-6.324,-6.839,-7.191,-7.537,-7.750,-7.866,-7.881
572,-1.711,-1.843,-2.055,-2.280,-2.522,-2.877,-3.291,-3.741,-4.297,-4.790,-5.375,-5.892,-6.341,-6.859,-7.208,-7.546,-7.747,-7.869,-7.873
573,-1.717,-1.848,-2.061,-2.286,-2.528,-2.883,-3.297,-3.749,-4.305,-4.798,-5.384,-5.903,-6.355,-6.874,-7.224,-7.559,-7.770,-7.882,-7.894
574,-1.721,-1.853,-2.065,-2.291,-2.533,-2.888,-3.303,-3.754,-4.311,-4.805,-5.391,-5.910,-6.360,-6.878,-7.226,-7.559,-7.762,-7.856,-7.867
575,-1.723,-1.856,-2.068,-2.294,-2.536,-2.890,-3.305,-3.757,-4.315,-4.809,-5.395,-5.913,-6.362,-6.877,-7.227,-7.566,-7.774,-7.872,-7.888
576,-1.723,-1.856,-2.069,-2.294,-2.535,-2.890,-3.305,-3.757,-4.314,-4.808,-5.396,-5.912,-6.361,-6.876,-7.228,-7.571,-7.776,-7.880,-7.898
577,-1.721,-1.853,-2.066,-2.292,-2.533,-2.887,-3.303,-3.755,-4.312,-4.806,-5.393,-5.910,-6.358,-6.871,-7.218,-7.555,-7.758,-7.856,-7.865
578,-1.719,-1.852,-2.065,-2.290,-2.531,-2.886,-3.301,-3.753,-4.311,-4.805,-5.392,-5.908,-6.357,-6.869,-7.216,-7.554,-7.757,-7.851,-7.866
579,-1.717,-1.849,-2.062,-2.288,-2.529,-2.883,-3.299,-3.750,-4.309,-4.802,-5.389,-5.905,-6.353,-6.866,-7.213,-7.554,-7.757,-7.847,-7.867
580,-1.713,-1.845,-2.058,-2.283,-2.523,-2.877,-3.292,-3.744,-4.303,-4.797,-5.384,-5.898,-6.346,-6.860,-7.211,-7.547,-7.754,-7.850,-7.864
581,-1.708,-1.839,-2.052,-2.276,-2.516,-2.870,-3.285,-3.737,-4.295,-4.791,-5.376,-5.890,-6.339,-6.854,-7.205,-7.538,-7.744,-7.845,-7.852
582,-1.705,-1.837,-2.049,-2.273,-2.512,-2.865,-3.279,-3.730,-4.289,-4.785,-5.371,-5.884,-6.333,-6.847,-7.198,-7.536,-7.745,-7.851,-7.857
583,-1.703,-1.835,-2.047,-2.271,-2.510,-2.863,-3.277,-3.727,-4.286,-4.783,-5.368,-5.879,-6.327,-6.841,-7.195,-7.529,-7.747,-7.851,-7.847
584,-1.702,-1.833,-2.046,-2.269,-2.508,-2.861,-3.275,-3.725,-4.285,-4.782,-5.366,-5.877,-6.323,-6.836,-7.190,-7.520,-7.740,-7.840,-7.835
585,-1.703,-1.833,-2.045,-2.268,-2.507,-2.860,-3.274,-3.724,-4.284,-4.781,-5.365,-5.875,-6.321,-6.835,-7.187,-7.516,-7.737,-7.836,-7.842
586,-1.708,-1.838,-2.048,-2.270,-2.508,-2.860,-3.273,-3.724,-4.283,-4.780,-5.364,-5.873,-6.318,-6.833,-7.182,-7.510,-7.726,-7.819,-7.827
587,-1.715,-1.844,-2.054,-2.276,-2.512,-2.864,-3.276,-3.727,-4.287,-4.783,-5.365,-5.871,-6.315,-6.829,-7.178,-7.506,-7.721,-7.813,-7.827
588,-1.721,-1.851,-2.060,-2.281,-2.517,-2.867,-3.280,-3.731,-4.292,-4.787,-5.368,-5.873,-6.315,-6.829,-7.179,-7.509,-7.718,-7.806,-7.815
589,-1.732,-1.860,-2.069,-2.290,-2.525,-2.875,-3.288,-3.739,-4.300,-4.796,-5.377,-5.882,-6.326,-6.834,-7.184,-7.504,-7.704,-7.791,-7.787
590,-1.741,-1.870,-2.079,-2.299,-2.534,-2.882,-3.296,-3.747,-4.309,-4.807,-5.387,-5.894,-6.339,-6.845,-7.192,-7.504,-7.699,-7.787,-7.777
591,-1.750,-1.880,-2.088,-2.307,-2.542,-2.890,-3.305,-3.756,-4.319,-4.818,-5.398,-5.905,-6.350,-6.858,-7.193,-7.513,-7.696,-7.779,-7.770
592,-1.759,-1.889,-2.097,-2.316,-2.551,-2.899,-3.315,-3.767,-4.330,-4.829,-5.410,-5.917,-6.362,-6.869,-7.202,-7.518,-7.704,-7.788,-7.780
593,-1.765,-1.895,-2.104,-2.324,-2.559,-2.907,-3.323,-3.776,-4.340,-4.840,-5.423,-5.930,-6.373,-6.877,-7.208,-7.520,-7.702,-7.784,-7.774
594,-1.765,-1.896,-2.105,-2.325,-2.561,-2.910,-3.326,-3.779,-4.344,-4.845,-5.428,-5.937,-6.380,-6.884,-7.215,-7.527,-7.713,-7.797,-7.793
595,-1.762,-1.892,-2.102,-2.323,-2.558,-2.909,-3.326,-3.778,-4.345,-4.846,-5.432,-5.944,-6.388,-6.891,-7.219,-7.531,-7.710,-7.794,-7.788
596,-1.758,-1.889,-2.099,-2.320,-2.557,-2.908,-3.326,-3.779,-4.346,-4.849,-5.437,-5.950,-6.395,-6.898,-7.227,-7.533,-7.719,-7.803,-7.806
597,-1.755,-1.886,-2.097,-2.319,-2.557,-2.909,-3.328,-3.781,-4.348,-4.852,-5.440,-5.955,-6.400,-6.906,-7.238,-7.543,-7.737,-7.819,-7.833
598,-1.753,-1.883,-2.095,-2.318,-2.557,-2.911,-3.330,-3.784,-4.351,-4.856,-5.445,-5.960,-6.405,-6.913,-7.250,-7.559,-7.753,-7.852,-7.858
599,-1.750,-1.881,-2.094,-2.318,-2.557,-2.912,-3.331,-3.786,-4.354,-4.859,-5.450,-5.964,-6.408,-6.917,-7.254,-7.567,-7.763,-7.855,-7.867
600,-1.747,-1.878,-2.092,-2.316,-2.557,-2.912,-3.332,-3.786,-4.354,-4.861,-5.452,-5.966,-6.412,-6.921,-7.263,-7.578,-7.778,-7.877,-7.886
601,-1.744,-1.875,-2.090,-2.314,-2.555,-2.912,-3.331,-3.785,-4.353,-4.861,-5.452,-5.967,-6.414,-6.923,-7.269,-7.582,-7.786,-7.882,-7.894
602,-1.740,-1.871,-2.086,-2.311,-2.552,-2.910,-3.330,-3.784,-4.351,-4.859,-5.451,-5.966,-6.413,-6.924,-7.271,-7.592,-7.791,-7.894,-7.902
603,-1.737,-1.867,-2.083,-2.308,-2.550,-2.908,-3.328,-3.781,-4.349,-4.858,-5.450,-5.964,-6.410,-6.922,-7.271,-7.592,-7.802,-7.912,-7.914
604,-1.734,-1.864,-2.081,-2.305,-2.547,-2.906,-3.326,-3.779,-4.347,-4.856,-5.448,-5.962,-6.407,-6.920,-7.270,-7.591,-7.804,-7.906,-7.901
605,-1.731,-1.861,-2.078,-2.302,-2.544,-2.902,-3.322,-3.775,-4.343,-4.853,-5.445,-5.959,-6.404,-6.917,-7.268,-7.591,-7.802,-7.902,-7.888
606,-1.728,-1.858,-2.074,-2.299,-2.541,-2.899,-3.318,-3.770,-4.339,-4.849,-5.441,-5.954,-6.399,-6.914,-7.264,-7.590,-7.804,-7.907,-7.898
607,-1.725,-1.855,-2.072,-2.296,-2.538,-2.895,-3.314,-3.766,-4.334,-4.845,-5.437,-5.950,-6.394,-6.909,-7.260,-7.589,-7.800,-7.908,-7.902
608,-1.723,-1.852,-2.069,-2.293,-2.534,-2.892,-3.310,-3.761,-4.329,-4.840,-5.432,-5.944,-6.387,-6.904,-7.254,-7.585,-7.803,-7.906,-7.896
609,-1.721,-1.850,-2.067,-2.291,-2.531,-2.888,-3.305,-3.756,-4.324,-4.835,-5.427,-5.937,-6.382,-6.896,-7.248,-7.584,-7.798,-7.910,-7.901
610,-1.721,-1.849,-2.065,-2.289,-2.529,-2.884,-3.301,-3.751,-4.320,-4.830,-5.422,-5.931,-6.377,-6.890,-7.244,-7.583,-7.795,-7.901,-7.899
611,-1.720,-1.848,-2.063,-2.286,-2.526,-2.881,-3.296,-3.746,-4.315,-4.825,-5.418,-5.925,-6.371,-6.887,-7.240,-7.580,-7.789,-7.892,-7.893
612,-1.720,-1.847,-2.062,-2.284,-2.523,-2.877,-3.292,-3.741,-4.310,-4.821,-5.413,-5.920,-6.366,-6.882,-7.237,-7.576,-7.794,-7.895,-7.894
613,-1.720,-1.846,-2.060,-2.282,-2.520,-2.874,-3.288,-3.736,-4.305,-4.815,-5.407,-5.915,-6.360,-6.879,-7.237,-7.580,-7.798,-7.900,-7.901
614,-1.719,-1.845,-2.059,-2.279,-2.517,-2.870,-3.283,-3.731,-4.300,-4.810,-5.401,-5.910,-6.355,-6.873,-7.229,-7.570,-7.789,-7.887,-7.880
615,-1.718,-1.844,-2.057,-2.277,-2.514,-2.867,-3.279,-3.727,-4.295,-4.805,-5.397,-5.905,-6.351,-6.869,-7.227,-7.575,-7.799,-7.895,-7.887
616,-1.717,-1.843,-2.056,-2.276,-2.512,-2.864,-3.275,-3.722,-4.290,-4.801,-5.393,-5.902,-6.347,-6.867,-7.226,-7.583,-7.808,-7.904,-7.907
617,-1.717,-1.842,-2.055,-2.275,-2.511,-2.861,-3.271,-3.717,-4.285,-4.797,-5.390,-5.897,-6.342,-6.863,-7.225,-7.581,-7.800,-7.897,-7.895
618,-1.715,-1.839,-2.052,-2.272,-2.507,-2.856,-3.265,-3.712,-4.280,-4.791,-5.384,-5.891,-6.336,-6.857,-7.222,-7.577,-7.800,-7.909,-7.896
619,-1.713,-1.837,-2.050,-2.269,-2.504,-2.852,-3.261,-3.707,-4.275,-4.786,-5.378,-5.886,-6.328,-6.848,-7.207,-7.557,-7.783,-7.882,-7.864
620,-1.713,-1.837,-2.050,-2.268,-2.502,-2.850,-3.259,-3.705,-4.273,-4.784,-5.374,-5.883,-6.326,-6.846,-7.203,-7.552,-7.776,-7.869,-7.858
621,-1.713,-1.836,-2.049,-2.266,-2.500,-2.848,-3.256,-3.702,-4.270,-4.781,-5.371,-5.880,-6.322,-6.841,-7.200,-7.549,-7.779,-7.876,-7.864
622,-1.712,-1.836,-2.049,-2.266,-2.498,-2.846,-3.254,-3.700,-4.268,-4.779,-5.369,-5.878,-6.320,-6.839,-7.200,-7.552,-7.777,-7.869,-7.863
623,-1.714,-1.837,-2.049,-2.266,-2.499,-2.845,-3.253,-3.698,-4.266,-4.777,-5.367,-5.877,-6.318,-6.835,-7.190,-7.531,-7.744,-7.840,-7.834
624,-1.717,-1.841,-2.052,-2.270,-2.502,-2.847,-3.254,-3.700,-4.268,-4.779,-5.368,-5.878,-6.318,-6.830,-7.175,-7.500,-7.705,-7.796,-7.785
625,-1.722,-1.846,-2.057,-2.275,-2.506,-2.851,-3.258,-3.703,-4.271,-4.783,-5.371,-5.879,-6.318,-6.827,-7.158,-7.470,-7.670,-7.755,-7.752
626,-1.728,-1.852,-2.063,-2.280,-2.511,-2.855,-3.262,-3.707,-4.275,-4.785,-5.372,-5.880,-6.317,-6.819,-7.138,-7.443,-7.631,-7.710,-7.710
627,-1.735,-1.858,-2.068,-2.286,-2.517,-2.858,-3.266,-3.711,-4.278,-4.787,-5.374,-5.879,-6.315,-6.816,-7.133,-7.435,-7.628,-7.703,-7.714
628,-1.739,-1.861,-2.072,-2.289,-2.519,-2.860,-3.267,-3.712,-4.280,-4.788,-5.374,-5.878,-6.314,-6.808,-7.116,-7.414,-7.605,-7.683,-7.695
629,-1.741,-1.863,-2.074,-2.290,-2.519,-2.859,-3.265,-3.709,-4.278,-4.786,-5.372,-5.876,-6.311,-6.800,-7.101,-7.393,-7.578,-7.662,-7.672
630,-1.740,-1.863,-2.073,-2.288,-2.516,-2.856,-3.262,-3.707,-4.275,-4.783,-5.369,-5.872,-6.306,-6.791,-7.089,-7.376,-7.559,-7.644,-7.651
631,-1.737,-1.859,-2.069,-2.284,-2.513,-2.852,-3.258,-3.703,-4.271,-4.779,-5.365,-5.867,-6.298,-6.781,-7.078,-7.362,-7.544,-7.636,-7.641
632,-1.734,-1.856,-2.066,-2.281,-2.509,-2.849,-3.255,-3.698,-4.267,-4.774,-5.359,-5.861,-6.290,-6.775,-7.074,-7.360,-7.540,-7.633,-7.642
633,-1.731,-1.853,-2.063,-2.278,-2.506,-2.844,-3.249,-3.691,-4.258,-4.767,-5.351,-5.851,-6.278,-6.768,-7.073,-7.365,-7.552,-7.645,-7.652
634,-1.726,-1.848,-2.057,-2.271,-2.499,-2.835,-3.239,-3.681,-4.247,-4.756,-5.341,-5.839,-6.267,-6.763,-7.077,-7.370,-7.565,-7.659,-7.671
635,-1.720,-1.840,-2.049,-2.262,-2.489,-2.825,-3.228,-3.669,-4.235,-4.745,-5.331,-5.831,-6.260,-6.756,-7.072,-7.374,-7.573,-7.670,-7.685
636,-1.714,-1.833,-2.041,-2.254,-2.479,-2.815,-3.217,-3.657,-4.223,-4.734,-5.320,-5.820,-6.252,-6.751,-7.077,-7.390,-7.591,-7.702,-7.717
637,-1.708,-1.826,-2.034,-2.246,-2.471,-2.806,-3.207,-3.646,-4.211,-4.723,-5.310,-5.809,-6.245,-6.744,-7.074,-7.396,-7.596,-7.713,-7.725
638,-1.702,-1.820,-2.027,-2.238,-2.463,-2.798,-3.197,-3.635,-4.200,-4.712,-5.300,-5.798,-6.236,-6.738,-7.070,-7.390,-7.583,-7.700,-7.719
639,-1.699,-1.816,-2.023,-2.233,-2.456,-2.791,-3.189,-3.625,-4.189,-4.703,-5.290,-5.788,-6.228,-6.736,-7.077,-7.410,-7.615,-7.722,-7.750
640,-1.694,-1.812,-2.019,-2.229,-2.452,-2.786,-3.182,-3.617,-4.180,-4.695,-5.282,-5.780,-6.221,-6.734,-7.082,-7.427,-7.650,-7.759,-7.782
641,-1.690,-1.807,-2.014,-2.224,-2.447,-2.781,-3.176,-3.610,-4.173,-4.689,-5.275,-5.773,-6.211,-6.725,-7.073,-7.423,-7.648,-7.760,-7.790
642,-1.687,-1.804,-2.010,-2.219,-2.443,-2.777,-3.172,-3.606,-4.169,-4.684,-5.270,-5.768,-6.204,-6.719,-7.069,-7.424,-7.649,-7.773,-7.802
643,-1.688,-1.804,-2.008,-2.218,-2.440,-2.773,-3.168,-3.602,-4.165,-4.680,-5.266,-5.764,-6.200,-6.718,-7.073,-7.443,-7.673,-7.801,-7.824
644,-1.692,-1.808,-2.012,-2.220,-2.441,-2.772,-3.166,-3.600,-4.163,-4.678,-5.264,-5.761,-6.197,-6.717,-7.073,-7.450,-7.679,-7.802,-7.818
645,-1.698,-1.814,-2.016,-2.224,-2.444,-2.774,-3.166,-3.599,-4.161,-4.677,-5.262,-5.760,-6.198,-6.719,-7.077,-7.458,-7.701,-7.828,-7.835
646,-1.702,-1.817,-2.019,-2.227,-2.446,-2.775,-3.165,-3.599,-4.161,-4.677,-5.262,-5.759,-6.197,-6.719,-7.085,-7.472,-7.723,-7.869,-7.872
647,-1.706,-1.821,-2.022,-2.229,-2.448,-2.774,-3.166,-3.599,-4.161,-4.677,-5.262,-5.759,-6.197,-6.717,-7.081,-7.467,-7.725,-7.864,-7.874
648,-1.710,-1.825,-2.026,-2.232,-2.449,-2.775,-3.167,-3.599,-4.161,-4.677,-5.261,-5.757,-6.192,-6.710,-7.067,-7.441,-7.690,-7.812,-7.843
649,-1.711,-1.827,-2.028,-2.233,-2.450,-2.775,-3.167,-3.598,-4.160,-4.675,-5.260,-5.754,-6.190,-6.707,-7.060,-7.434,-7.683,-7.785,-7.827
650,-1.713,-1.829,-2.029,-2.233,-2.451,-2.774,-3.165,-3.596,-4.159,-4.673,-5.258,-5.752,-6.190,-6.705,-7.058,-7.426,-7.662,-7.768,-7.803
651,-1.715,-1.830,-2.029,-2.234,-2.450,-2.773,-3.163,-3.595,-4.157,-4.672,-5.257,-5.751,-6.188,-6.703,-7.057,-7.426,-7.661,-7.776,-7.813
652,-1.717,-1.831,-2.030,-2.234,-2.450,-2.773,-3.162,-3.593,-4.155,-4.669,-5.254,-5.749,-6.185,-6.702,-7.058,-7.429,-7.673,-7.794,-7.822
653,-1.717,-1.831,-2.030,-2.234,-2.449,-2.772,-3.160,-3.590,-4.151,-4.666,-5.251,-5.745,-6.180,-6.698,-7.053,-7.421,-7.682,-7.781,-7.826
654,-1.716,-1.829,-2.029,-2.233,-2.448,-2.771,-3.158,-3.588,-4.149,-4.664,-5.248,-5.742,-6.177,-6.697,-7.048,-7.420,-7.673,-7.776,-7.804
655,-1.714,-1.826,-2.026,-2.230,-2.445,-2.768,-3.155,-3.584,-4.145,-4.659,-5.244,-5.737,-6.172,-6.688,-7.038,-7.399,-7.642,-7.738,-7.747
656,-1.711,-1.823,-2.023,-2.227,-2.442,-2.765,-3.151,-3.579,-4.139,-4.655,-5.239,-5.732,-6.168,-6.687,-7.042,-7.416,-7.668,-7.788,-7.791
657,-1.708,-1.819,-2.019,-2.224,-2.439,-2.761,-3.146,-3.573,-4.133,-4.649,-5.234,-5.727,-6.162,-6.682,-7.041,-7.416,-7.670,-7.788,-7.776
658,-1.703,-1.813,-2.013,-2.217,-2.432,-2.755,-3.139,-3.565,-4.124,-4.640,-5.225,-5.715,-6.150,-6.668,-7.029,-7.402,-7.669,-7.777,-7.770
659,-1.698,-1.809,-2.008,-2.212,-2.426,-2.749,-3.134,-3.558,-4.117,-4.632,-5.215,-5.704,-6.134,-6.652,-7.015,-7.389,-7.649,-7.779,-7.765
660,-1.691,-1.803,-2.002,-2.205,-2.420,-2.742,-3.126,-3.550,-4.109,-4.624,-5.206,-5.691,-6.117,-6.636,-7.000,-7.381,-7.636,-7.769,-7.769
661,-1.683,-1.794,-1.993,-2.196,-2.412,-2.734,-3.116,-3.539,-4.098,-4.614,-5.196,-5.678,-6.106,-6.626,-6.991,-7.379,-7.624,-7.769,-7.762
662,-1.675,-1.785,-1.984,-2.187,-2.403,-2.725,-3.106,-3.528,-4.086,-4.603,-5.188,-5.672,-6.101,-6.621,-6.989,-7.372,-7.635,-7.773,-7.778
663,-1.669,-1.777,-1.977,-2.180,-2.395,-2.718,-3.098,-3.518,-4.075,-4.594,-5.180,-5.668,-6.098,-6.619,-6.987,-7.378,-7.652,-7.792,-7.804
664,-1.664,-1.773,-1.973,-2.175,-2.391,-2.713,-3.092,-3.511,-4.067,-4.587,-5.173,-5.660,-6.090,-6.612,-6.983,-7.380,-7.669,-7.799,-7.821
665,-1.659,-1.768,-1.968,-2.171,-2.386,-2.708,-3.087,-3.506,-4.061,-4.581,-5.167,-5.653,-6.085,-6.608,-6.980,-7.381,-7.680,-7.820,-7.846
666,-1.654,-1.762,-1.962,-2.165,-2.380,-2.702,-3.081,-3.499,-4.055,-4.575,-5.160,-5.645,-6.078,-6.601,-6.973,-7.380,-7.672,-7.817,-7.837
667,-1.651,-1.759,-1.960,-2.161,-2.376,-2.698,-3.077,-3.495,-4.050,-4.570,-5.155,-5.640,-6.071,-6.596,-6.969,-7.378,-7.673,-7.803,-7.845
668,-1.649,-1.758,-1.958,-2.160,-2.374,-2.695,-3.073,-3.490,-4.045,-4.565,-5.150,-5.635,-6.064,-6.589,-6.963,-7.372,-7.663,-7.803,-7.850
669,-1.648,-1.756,-1.956,-2.158,-2.371,-2.692,-3.069,-3.486,-4.041,-4.561,-5.146,-5.629,-6.058,-6.582,-6.960,-7.372,-7.679,-7.819,-7.855
670,-1.647,-1.753,-1.954,-2.155,-2.368,-2.689,-3.065,-3.482,-4.036,-4.556,-5.141,-5.624,-6.053,-6.577,-6.955,-7.367,-7.675,-7.811,-7.843
671,-1.647,-1.753,-1.953,-2.154,-2.367,-2.687,-3.063,-3.479,-4.033,-4.553,-5.138,-5.622,-6.049,-6.573,-6.953,-7.365,-7.680,-7.824,-7.860
672,-1.648,-1.755,-1.953,-2.154,-2.368,-2.687,-3.063,-3.478,-4.031,-4.551,-5.137,-5.620,-6.048,-6.571,-6.947,-7.357,-7.670,-7.824,-7.857
673,-1.648,-1.754,-1.953,-2.154,-2.367,-2.686,-3.061,-3.476,-4.029,-4.550,-5.134,-5.617,-6.044,-6.567,-6.940,-7.348,-7.648,-7.802,-7.820
674,-1.649,-1.755,-1.954,-2.154,-2.367,-2.686,-3.060,-3.474,-4.026,-4.548,-5.132,-5.614,-6.040,-6.564,-6.940,-7.352,-7.652,-7.814,-7.848
675,-1.649,-1.756,-1.954,-2.154,-2.367,-2.685,-3.058,-3.472,-4.024,-4.545,-5.129,-5.611,-6.037,-6.559,-6.935,-7.350,-7.658,-7.830,-7.852
676,-1.648,-1.754,-1.952,-2.152,-2.365,-2.683,-3.056,-3.469,-4.020,-4.542,-5.125,-5.607,-6.032,-6.556,-6.928,-7.344,-7.641,-7.829,-7.825
677,-1.646,-1.751,-1.949,-2.149,-2.361,-2.678,-3.052,-3.465,-4.016,-4.538,-5.121,-5.603,-6.028,-6.552,-6.926,-7.337,-7.640,-7.826,-7.842
678,-1.645,-1.750,-1.948,-2.148,-2.360,-2.677,-3.050,-3.462,-4.013,-4.534,-5.118,-5.599,-6.025,-6.548,-6.921,-7.336,-7.633,-7.824,-7.854
679,-1.646,-1.750,-1.949,-2.148,-2.360,-2.677,-3.049,-3.461,-4.012,-4.533,-5.117,-5.597,-6.024,-6.546,-6.918,-7.329,-7.623,-7.820,-7.853
680,-1.647,-1.750,-1.949,-2.148,-2.360,-2.676,-3.047,-3.459,-4.011,-4.532,-5.117,-5.596,-6.023,-6.546,-6.914,-7.324,-7.610,-7.800,-7.823
681,-1.647,-1.750,-1.949,-2.147,-2.360,-2.676,-3.047,-3.458,-4.009,-4.532,-5.116,-5.595,-6.021,-6.543,-6.914,-7.320,-7.600,-7.781,-7.805
682,-1.647,-1.751,-1.949,-2.148,-2.360,-2.674,-3.046,-3.456,-4.008,-4.530,-5.114,-5.592,-6.019,-6.541,-6.911,-7.315,-7.612,-7.767,-7.793
683,-1.653,-1.757,-1.955,-2.155,-2.366,-2.680,-3.052,-3.462,-4.013,-4.535,-5.119,-5.597,-6.021,-6.542,-6.911,-7.319,-7.605,-7.756,-7.772
684,-1.667,-1.773,-1.970,-2.170,-2.382,-2.695,-3.066,-3.478,-4.029,-4.549,-5.134,-5.613,-6.035,-6.552,-6.917,-7.321,-7.602,-7.736,-7.767
685,-1.684,-1.791,-1.989,-2.189,-2.399,-2.713,-3.085,-3.497,-4.049,-4.568,-5.153,-5.633,-6.056,-6.570,-6.928,-7.327,-7.607,-7.730,-7.746
686,-1.704,-1.811,-2.010,-2.210,-2.419,-2.733,-3.107,-3.519,-4.072,-4.591,-5.175,-5.657,-6.079,-6.589,-6.949,-7.338,-7.602,-7.727,-7.732
