,ALAN_(uW/m2),ALAN_(uW/m2),ALAN_(uW/m2),Lunar_(uW/m2),Lunar_(uW/m2),Lunar_(uW/m2),Solar_(uW/m2),Solar_(uW/m2),Solar_(uW/m2)
,R,G,B,R,G,B,R,G,B
0,,,,1171.206555629669,818.1738603843789,822.441490807809,,,
