,,,,,,,,,,,,ALAN,ALAN,ALAN,ALAN,ALAN,Surface Normalised,Surface Normalised,Surface Normalised,Seabed Normalised,Seabed Normalised,Seabed Normalised,Surface,Surface,Surface,Seabed,Seabed,Seabed,Residuals,Residuals,Residuals
,Location_Lat (deg),Location_Long (deg),time_increment (m),depth_to_datum(m),modelled_tidal_range (m),date,Jday (decimal),Kd Blue,Kd Green,Kd Red,Kd Bb,binary_day,sky_condition,Falchi_ALAN (mCd/m^2),ALAN_Bb (uW/m^2),ALAN_BB_Below_tide(uW/m^2),Red,Green,Blue,Red,Green,Blue,Red,Green,Blue,Red,Green,Blue,Red,Green,Blue
0,50.3819,-4.1927,0.25,0.5517987388051964,[2.11179874],2021-03-17 00:00:00+00:00,76.0,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,121.77802113281685,1.0,1.0,1.0,0.7233675522656353,0.9126466513994846,0.8555024387964646,38.98032063631038,39.67948284063091,68.664568716403,28.197099125217473,36.21334714376511,58.74270599579019,10.783221511092908,3.4661356968657984,9.921862720612808
1,50.3819,-4.1927,0.25,0.30647523454530967,[1.86647523],2021-03-17 00:15:00+00:00,76.01041666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,132.53754725721421,1.0,1.0,1.0,0.835384509360579,0.9504989749322735,0.9169695620679352,38.98032063631038,39.67948284063091,68.664568716403,32.5635560294822,37.71530776586242,62.9633195054637,6.416764606828181,1.964175074768491,5.701249210939295
2,50.3819,-4.1927,0.25,0.08218320226033682,[1.6421832],2021-03-17 00:30:00+00:00,76.02083333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,143.20450129725475,1.0,1.0,1.0,0.952913252332066,0.9864784476151749,0.9770240231291708,38.98032063631038,39.67948284063091,68.664568716403,37.144864114493274,39.14295463479855,67.08693317372946,1.8354565218171075,0.5365282058323615,1.5776355426735336
3,50.3819,-4.1927,0.25,0.0,[1.44448481],2021-03-17 00:45:00+00:00,76.03125,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
4,50.3819,-4.1927,0.25,0.0,[1.27849148],2021-03-17 01:00:00+00:00,76.04166666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
5,50.3819,-4.1927,0.25,0.0,[1.14880422],2021-03-17 01:15:00+00:00,76.05208333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
6,50.3819,-4.1927,0.25,0.0,[1.05950384],2021-03-17 01:30:00+00:00,76.0625,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
7,50.3819,-4.1927,0.25,0.0,[1.01413326],2021-03-17 01:45:00+00:00,76.07291666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
8,50.3819,-4.1927,0.25,0.0,[1.01561357],2021-03-17 02:00:00+00:00,76.08333333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
9,50.3819,-4.1927,0.25,0.0,[1.06605433],2021-03-17 02:15:00+00:00,76.09375,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
10,50.3819,-4.1927,0.25,0.0,[1.16645452],2021-03-17 02:30:00+00:00,76.10416666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
11,50.3819,-4.1927,0.25,0.0,[1.31633269],2021-03-17 02:45:00+00:00,76.11458333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
12,50.3819,-4.1927,0.25,0.0,[1.51336273],2021-03-17 03:00:00+00:00,76.125,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,147.32437219334432,1.0,1.0,1.0,1.0,1.0,1.0,38.98032063631038,39.67948284063091,68.664568716403,38.98032063631038,39.67948284063091,68.664568716403,0.0,0.0,0.0
13,50.3819,-4.1927,0.25,0.19311335926068374,[1.75311336],2021-03-17 03:15:00+00:00,76.13541666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,137.82564602764134,1.0,1.0,1.0,0.8928526402583573,0.9685166652984397,0.9468461725889421,38.98032063631038,39.67948284063091,68.664568716403,34.80368219824705,38.43024040157451,65.01478408159659,4.176638438063328,1.2492424390564025,3.6497846348064087
14,50.3819,-4.1927,0.25,0.4689872062346878,[2.02898721],2021-03-17 03:30:00+00:00,76.14583333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,125.30864070548603,1.0,1.0,1.0,0.759391626897866,0.9252524984670466,0.8757763013232075,38.98032063631038,39.67948284063091,68.664568716403,29.601329105008197,36.71354063617405,60.134802022404635,9.378991531302184,2.9659422044568586,8.529766693998361
