,,,,,,,,,,,,Solar position,Solar position,Solar position,Solar position,Surface Normalised,Surface Normalised,Surface Normalised,Seabed Normalised,Seabed Normalised,Seabed Normalised,Surface,Surface,Surface,Seabed,Seabed,Seabed,Residuals,Residuals,Residuals
,Location_Lat (deg),Location_Long (deg),time_increment (m),depth_to_datum(m),modelled_tidal_range (m),date,Jday (decimal),Kd Blue,Kd Green,Kd Red,Kd Bb,Solar_Alt (deg),binary_day,BB_I_(W/m2),BB_I_Below_tide_(W/m2),Red,Green,Blue,Red,Green,Blue,Red,Green,Blue,Red,Green,Blue,Red,Green,Blue
0,50.3819,-4.1927,0.25,0.029927950950326743,[1.58992795],2021-01-01 00:00:00+00:00,1.0,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,50.3819,-4.1927,0.25,0.0,[1.46868045],2021-01-01 00:15:00+00:00,1.0104166666666667,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,50.3819,-4.1927,0.25,0.0,[1.38657141],2021-01-01 00:30:00+00:00,1.0208333333333333,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,50.3819,-4.1927,0.25,0.0,[1.34661104],2021-01-01 00:45:00+00:00,1.03125,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,50.3819,-4.1927,0.25,0.0,[1.35115519],2021-01-01 01:00:00+00:00,1.0416666666666667,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,50.3819,-4.1927,0.25,0.0,[1.40177893],2021-01-01 01:15:00+00:00,1.0520833333333333,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,50.3819,-4.1927,0.25,0.0,[1.499041],2021-01-01 01:30:00+00:00,1.0625,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,50.3819,-4.1927,0.25,0.08216935666796776,[1.64216936],2021-01-01 01:45:00+00:00,1.0729166666666667,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,50.3819,-4.1927,0.25,0.2687374021612443,[1.8287374],2021-01-01 02:00:00+00:00,1.0833333333333333,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,50.3819,-4.1927,0.25,0.49442433610182324,[2.05442434],2021-01-01 02:15:00+00:00,1.09375,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,50.3819,-4.1927,0.25,0.7529543995232619,[2.3129544],2021-01-01 02:30:00+00:00,1.1041666666666667,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,50.3819,-4.1927,0.25,1.0362850391007679,[2.59628504],2021-01-01 02:45:00+00:00,1.1145833333333333,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,50.3819,-4.1927,0.25,1.3350678706758212,[2.89506787],2021-01-01 03:00:00+00:00,1.125,0.3375413657176974,0.21011342733542945,0.6441549355797538,0.510772050704497,-61.552477878467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
