,ALAN_(uW/m2),ALAN_(uW/m2),ALAN_(uW/m2),Lunar_(uW/m2),Lunar_(uW/m2),Lunar_(uW/m2),Solar_(uW/m2),Solar_(uW/m2),Solar_(uW/m2)
,R,G,B,R,G,B,R,G,B
0,1835.7150602488255,3384.832732001128,5146.271441137343,8.84062326672883,7.3811265191560365,10.193961565123136,392.8160228799154,569.9524900685628,690.0273028557526
