,,,,,,,,,,,,ALAN,ALAN,ALAN,ALAN,ALAN,Surface Normalised,Surface Normalised,Surface Normalised,Seabed Normalised,Seabed Normalised,Seabed Normalised,Surface,Surface,Surface,Seabed,Seabed,Seabed,Residuals,Residuals,Residuals
,Location_Lat (deg),Location_Long (deg),time_increment (m),depth_to_datum(m),modelled_tidal_range (m),date,Jday (decimal),Kd Blue,Kd Green,Kd Red,Kd Bb,binary_day,sky_condition,Falchi_ALAN (mCd/m^2),ALAN_Bb (uW/m^2),ALAN_BB_Below_tide(uW/m^2),Red,Green,Blue,Red,Green,Blue,Red,Green,Blue,Red,Green,Blue,Red,Green,Blue
0,50.3819,-4.1927,0.25,1.5733625346439153,[3.13336253],2021-03-19 00:00:00+00:00,78.0,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,85.59591893481841,1.0,1.0,1.0,0.39717837591356864,0.7705656333896206,0.6408260348495741,38.98032063631038,39.67948284063091,68.664568716403,15.482140442919922,30.57564582766334,44.00204330518864,23.49818019339046,9.10383701296757,24.662525411214354
1,50.3819,-4.1927,0.25,1.3542345126185515,[2.91423451],2021-03-19 00:15:00+00:00,78.01041666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,92.32021288667936,1.0,1.0,1.0,0.4516857147681424,0.7990502224769099,0.6817986897506383,38.98032063631038,39.67948284063091,68.664568716403,17.606853988503225,31.70589959157486,46.81541298313623,21.373466647807156,7.973583249056052,21.84915573326677
2,50.3819,-4.1927,0.25,1.1358113398836625,[2.69581134],2021-03-19 00:30:00+00:00,78.02083333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,99.54853893556383,1.0,1.0,1.0,0.5134610037139532,0.8284910277741985,0.7252464284277198,38.98032063631038,39.67948284063091,68.664568716403,20.014874559011652,32.874095520182976,49.79873322110102,18.96544607729873,6.8053873204479345,18.86583549530198
3,50.3819,-4.1927,0.25,0.9209538616876904,[2.48095386],2021-03-19 00:45:00+00:00,78.03125,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,107.21080168613102,1.0,1.0,1.0,0.5824649017005004,0.8585093318520026,0.7706852593836406,38.98032063631038,39.67948284063091,68.664568716403,22.704668627682512,34.065206301743046,52.91877095166686,16.27565200862787,5.614276538887864,15.745797764736139
4,50.3819,-4.1927,0.25,0.713508068015698,[2.27350807],2021-03-19 01:00:00+00:00,78.04166666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,115.16786221299637,1.0,1.0,1.0,0.6578743981719745,0.8885237109515345,0.8172559881757216,38.98032063631038,39.67948284063091,68.664568716403,25.64415497916329,35.256161342195114,56.116529958983676,13.336165657147092,4.423321498435797,12.54803875741932
5,50.3819,-4.1927,0.25,0.5182445620911054,[2.07824456],2021-03-19 01:15:00+00:00,78.05208333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,123.19643476398359,1.0,1.0,1.0,0.7377534041504931,0.9177335505116223,0.8636599704312307,38.98032063631038,39.67948284063091,68.664568716403,28.757864244315698,36.4151926697972,59.30283938728182,10.222456391994683,3.2642901708337106,9.361729329121175
6,50.3819,-4.1927,0.25,0.3405834130873271,[1.90058341],2021-03-19 01:30:00+00:00,78.0625,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,130.98653871813033,1.0,1.0,1.0,0.8188286261969319,0.9451437193911841,0.9081661938927336,38.98032063631038,39.67948284063091,68.664568716403,31.918202395345944,37.50281399551257,62.35884002646177,7.062118240964438,2.1766688451183427,6.305728689941226
7,50.3819,-4.1927,0.25,0.18615890481680664,[1.7461589],2021-03-19 01:45:00+00:00,78.07291666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,138.15684176884153,1.0,1.0,1.0,0.8965041820754409,0.9696330572255664,0.9487103970774972,38.98032063631038,39.67948284063091,68.664568716403,34.94602046909387,38.47453825589035,65.14279025209377,4.034300167216514,1.2049445847405593,3.5217784643092216
8,50.3819,-4.1927,0.25,0.060312381674309634,[1.62031238],2021-03-19 02:00:00+00:00,78.08333333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,0.0,clear,2.005971193313598,147.32437219334432,144.2895073848098,1.0,1.0,1.0,0.9652231791440423,0.9900588840657584,0.9830863976547732,38.98032063631038,39.67948284063091,68.664568716403,37.62470900863362,39.28502450150145,67.50320350592726,1.3556116276767582,0.39445833912946426,1.1613652104757364
