,ALAN_(uW/m2),ALAN_(uW/m2),ALAN_(uW/m2),Lunar_(uW/m2),Lunar_(uW/m2),Lunar_(uW/m2),Solar_(uW/m2),Solar_(uW/m2),Solar_(uW/m2)
,R,G,B,R,G,B,R,G,B
0,7753.02535241271,13998.055116820417,20234.536269370532,8192.799586462947,8655.370452117058,10644.093372158146,13638.758962990176,15401.518282004672,18204.04959366195
